PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,EFG_PCT,TS_PCT,USG_PCT,PACE,PIE,player_norm,player_full_name,team_abbrev,old_salary,old_salary_year,signed_as,projected_new_salary
1629484,Megan Gustafson,LVA,28.0,38,10.7,3.7,1.4,2.8,0.5,0.6,1.5,0.386,0.3,0.4,0.765,0.6,1.3,1.9,0.2,0.3,0.1,0.4,107.7,100.5,7.2,0.032,0.64,6.6,0.061,0.124,0.093,0.604,0.621,0.136,100.63,0.063,megan gustafson,Megan Gustafson,LVA,96820.0,2025,UFA,435578.0
1628920,Mercedes Russell,SEA,29.0,37,15.8,3.9,1.7,3.2,0.517,0.0,0.0,0.0,0.6,0.9,0.636,0.7,2.3,3.0,0.8,0.6,0.2,0.7,94.0,90.6,3.4,0.085,1.15,15.9,0.044,0.138,0.092,0.517,0.539,0.117,98.25,0.087,mercedes russell,Mercedes Russell,SEA,160000.0,2024,RFA,3560490.0
1630446,Michaela Onyenwere,CHI,25.0,34,18.7,6.6,2.6,6.2,0.415,0.7,2.0,0.368,0.7,1.2,0.61,0.6,1.3,1.8,1.0,0.6,0.4,1.3,95.8,104.5,-8.7,0.088,0.77,10.8,0.03,0.067,0.048,0.474,0.491,0.187,95.94,0.04,michaela onyenwere,Michaela Onyenwere,CHI,125000.0,2025,RFA,1918097.0
1630114,Mikiah Herbert Harrigan,PHO,26.0,31,10.8,3.2,1.1,2.8,0.407,0.5,1.7,0.321,0.4,0.6,0.55,0.5,1.0,1.5,0.3,0.5,0.4,0.5,91.8,105.7,-13.9,0.051,0.6,7.6,0.044,0.083,0.064,0.506,0.517,0.14,97.74,0.058,mikiah herbert harrigan,Mikiah Herbert Harrigan,SEA,83194.0,2023,,462417.0
1628881,Monique Billings,PHO,29.0,37,22.8,7.4,2.9,6.2,0.465,0.1,0.4,0.214,1.5,1.9,0.803,1.8,4.0,5.8,1.4,0.7,0.5,1.8,95.8,105.9,-10.1,0.105,0.82,13.9,0.075,0.174,0.124,0.472,0.524,0.162,97.91,0.091,monique billings,Monique Billings,ATL,145000.0,2023,UFA,633011.0
1629571,Morgan Bertsch,DAL,28.0,11,9.1,2.0,0.5,2.7,0.2,0.2,1.4,0.133,0.7,0.9,0.8,0.7,0.8,1.5,0.2,0.1,0.1,1.2,76.2,98.1,-22.0,0.041,0.15,4.0,0.073,0.08,0.077,0.233,0.32,0.199,102.67,-0.05,morgan bertsch,Morgan Bertsch,CHI,66079.0,2025,UFA,305855.0
1627669,Moriah Jefferson,CHI,31.0,23,8.0,1.3,0.4,1.8,0.214,0.2,0.8,0.211,0.4,0.4,0.9,0.1,0.3,0.4,1.3,0.3,0.0,0.3,85.5,104.3,-18.8,0.286,3.75,35.3,0.015,0.038,0.025,0.262,0.334,0.129,95.78,0.032,moriah jefferson,Moriah Jefferson,DAL,170953.0,2022,,733340.0
1628899,Myisha Hines-Allen,MIN,30.0,40,18.7,7.8,3.0,6.1,0.492,0.5,1.3,0.36,1.4,1.7,0.833,1.1,3.6,4.7,2.6,0.7,0.1,1.4,97.2,105.5,-8.3,0.245,1.82,23.7,0.056,0.206,0.129,0.529,0.573,0.19,97.45,0.134,myisha hines-allen,Myisha Hines-Allen,DAL,203000.0,2025,UFA,864293.0
1631019,NaLyssa Smith,IND,24.0,40,24.7,10.6,4.2,8.8,0.48,0.4,1.2,0.292,1.8,3.2,0.567,1.8,5.3,7.1,1.0,0.8,1.0,1.3,101.1,110.1,-9.0,0.067,0.79,8.3,0.072,0.206,0.14,0.5,0.52,0.196,98.46,0.098,nalyssa smith,NaLyssa Smith,LVA,91981.0,2025,Rookie,345240.0
1629483,Napheesa Collier,MIN,28.0,34,34.7,20.4,7.9,16.0,0.492,0.9,2.9,0.31,3.7,4.6,0.804,2.2,7.5,9.7,3.4,1.9,1.4,2.1,105.5,92.2,13.2,0.176,1.64,14.4,0.068,0.198,0.138,0.52,0.565,0.258,95.85,0.181,napheesa collier,Napheesa Collier,MIN,214284.0,2025,,963806.0
204333,Natasha Cloud,PHO,33.0,38,33.3,11.5,4.0,10.1,0.397,1.2,3.8,0.308,2.4,2.9,0.826,0.5,3.6,4.1,6.9,1.4,0.6,3.0,100.4,104.2,-3.8,0.343,2.29,32.6,0.014,0.102,0.06,0.454,0.508,0.191,96.69,0.101,natasha cloud,Natasha Cloud,PHX,200000.0,2024,UFA,852464.0
203827,Natasha Howard,DAL,33.0,27,30.5,17.6,6.9,15.2,0.456,0.4,2.0,0.2,3.3,4.6,0.718,2.0,4.8,6.7,2.9,1.3,0.8,2.8,105.5,114.5,-9.0,0.16,1.03,12.6,0.063,0.167,0.112,0.47,0.51,0.271,100.21,0.103,natasha howard,Natasha Howard,DAL,234350.0,2024,Core,1209688.0
1630442,Natasha Mack,PHO,27.0,40,15.5,3.8,1.8,3.1,0.573,0.0,0.1,0.0,0.3,0.5,0.579,1.5,3.5,5.0,1.1,0.7,1.2,0.7,96.8,101.1,-4.3,0.121,1.57,21.6,0.096,0.21,0.154,0.573,0.578,0.112,98.59,0.128,natasha mack,Natasha Mack,CHI,78469.0,2024,Rookie,306787.0
1629567,Natisha Hiedeman,MIN,28.0,40,15.2,4.9,1.8,4.8,0.38,0.6,2.1,0.28,0.6,0.9,0.735,0.4,1.2,1.6,2.4,0.8,0.2,1.1,99.5,100.2,-0.7,0.263,2.16,27.5,0.026,0.076,0.052,0.44,0.469,0.182,96.69,0.077,natisha hiedeman,Natisha Hiedeman,MIN,135000.0,2025,UFA,592499.0
1631044,Naz Hillmon,ATL,25.0,40,21.7,5.7,2.3,4.1,0.552,0.0,0.1,0.333,1.2,1.6,0.762,1.6,3.2,4.8,1.3,0.7,0.3,1.0,99.1,98.4,0.7,0.1,1.37,18.5,0.069,0.157,0.11,0.555,0.6,0.113,95.35,0.106,naz hillmon,Naz Hillmon,ATL,80823.0,2025,Rookie,313601.0
1628269,Nia Coffey,ATL,30.0,40,13.3,3.3,1.2,3.7,0.324,0.5,1.7,0.273,0.4,0.5,0.762,0.5,1.9,2.4,1.2,0.3,0.7,1.0,87.4,99.0,-11.6,0.154,1.15,18.9,0.034,0.131,0.084,0.385,0.413,0.159,98.23,0.057,nia coffey,Nia Coffey,ATL,150000.0,2025,UFA,653189.0
1642299,Nika Mühl,SEA,24.0,16,3.6,0.1,0.1,0.9,0.071,0.0,0.7,0.0,0.0,0.0,0.0,0.4,0.3,0.6,0.4,0.1,0.0,0.3,83.2,105.0,-21.8,0.189,1.75,28.0,0.076,0.063,0.07,0.071,0.071,0.122,100.32,-0.046,nika muhl,Nika Muhl,SEA,68595.0,2025,,279758.0
203014,Nneka Ogwumike,SEA,34.0,37,31.8,16.7,6.8,13.3,0.511,0.8,2.0,0.405,2.3,2.6,0.876,1.9,5.7,7.6,2.3,1.9,0.5,1.3,104.9,95.8,9.1,0.124,1.76,12.9,0.058,0.179,0.118,0.542,0.578,0.214,97.4,0.154,nneka ogwumike,Nneka Ogwumike,SEA,204500.0,2024,UFA,870202.0
1631055,Nyara Sabally,NYL,25.0,26,13.5,4.9,1.9,3.3,0.575,0.0,0.1,0.0,1.1,1.5,0.7,1.3,2.7,4.0,0.6,0.9,0.7,0.5,101.9,90.2,11.7,0.07,1.15,11.5,0.093,0.204,0.147,0.575,0.612,0.138,99.33,0.147,nyara sabally,Nyara Sabally,NYL,79999.0,2025,,445168.0
203824,Odyssey Sims,LAS,32.0,24,29.2,12.6,4.9,10.1,0.483,0.8,2.4,0.345,2.0,2.6,0.762,0.7,1.4,2.1,5.3,1.2,0.2,2.2,101.3,108.4,-7.2,0.295,2.44,28.4,0.025,0.053,0.038,0.525,0.56,0.195,98.47,0.106,odyssey sims,Odyssey Sims,IND,111520.0,2021,,614569.0
1631135,Olivia Nelson-Ododa,CON,24.0,37,11.8,3.4,1.3,2.7,0.495,0.0,0.0,0.0,0.7,1.1,0.659,0.8,1.7,2.5,0.2,0.4,0.6,0.8,97.3,93.6,3.7,0.033,0.28,5.2,0.074,0.148,0.112,0.495,0.534,0.146,94.93,0.063,olivia nelson-ododa,Olivia Nelson-Ododa,CON,80823.0,2025,Rookie,313601.0
1630151,Olivia Époupa,MIN,31.0,17,6.7,0.8,0.4,0.9,0.375,0.0,0.0,0.0,0.1,0.1,1.0,0.4,0.8,1.1,1.5,0.8,0.0,0.9,94.1,86.6,7.5,0.338,1.73,44.8,0.054,0.131,0.09,0.375,0.415,0.119,98.45,0.099,olivia epoupa,Olivia Époupa,WAS,64154.0,2024,Rookie,264132.0
1631031,Queen Egbo,LVA,25.0,8,3.6,1.5,0.6,1.5,0.417,0.0,0.0,0.0,0.3,0.3,1.0,0.4,0.9,1.3,0.0,0.4,0.1,0.0,82.8,82.8,0.0,0.0,0.0,0.0,0.081,0.189,0.135,0.417,0.466,0.178,95.78,0.184,queen egbo,Queen Egbo,LVA,78831.0,2025,UFA,360117.0
1627671,Rachel Banham,CHI,31.0,37,15.8,5.7,1.9,5.5,0.351,1.4,3.8,0.366,0.4,0.5,0.8,0.2,1.2,1.4,1.1,0.4,0.2,0.5,96.6,102.5,-5.9,0.117,2.0,14.9,0.011,0.081,0.045,0.48,0.498,0.167,95.31,0.057,rachel banham,Rachel Banham,CHI,95000.0,2025,UFA,427995.0
1630996,Rae Burrell,LAS,25.0,37,15.7,5.9,1.6,4.4,0.362,0.6,1.9,0.333,2.1,2.7,0.78,0.6,1.3,1.8,1.1,0.8,0.3,1.0,98.6,104.6,-6.0,0.12,1.14,14.6,0.036,0.086,0.06,0.436,0.531,0.18,98.87,0.068,rae burrell,Rae Burrell,LAS,125000.0,2025,UFA,551762.0
204296,Rebecca Allen,PHO,32.0,18,24.9,7.4,2.9,7.0,0.421,1.4,3.9,0.357,0.1,0.2,0.667,0.7,3.2,3.9,1.1,0.9,0.7,1.0,104.6,105.5,-1.0,0.065,1.11,12.1,0.031,0.126,0.081,0.52,0.522,0.142,98.77,0.068,rebecca allen,Rebecca Allen,CHI,160000.0,2025,UFA,693395.0
1631009,Rhyne Howard,ATL,25.0,30,33.9,17.3,5.6,15.0,0.371,2.7,8.1,0.329,3.5,4.5,0.784,0.8,3.5,4.4,3.1,1.8,0.6,1.7,99.8,98.3,1.5,0.174,1.84,14.3,0.023,0.106,0.063,0.46,0.51,0.242,94.2,0.116,rhyne howard,Rhyne Howard,ATL,91981.0,2025,Rookie,345240.0
1642288,Rickea Jackson,LAS,24.0,40,28.8,13.4,5.0,11.0,0.456,1.1,3.1,0.347,2.3,2.9,0.807,1.3,2.6,3.9,1.5,0.7,0.4,1.9,94.4,104.8,-10.3,0.098,0.78,9.5,0.043,0.094,0.068,0.505,0.547,0.211,97.5,0.09,rickea jackson,Rickea Jackson,LAS,78066.0,2025,Rookie,305615.0
1629477,Sabrina Ionescu,NYL,27.0,38,32.1,18.2,6.3,15.9,0.394,2.8,8.4,0.333,2.8,3.1,0.898,0.7,3.7,4.4,6.2,1.0,0.3,2.7,108.5,96.6,11.8,0.327,2.26,23.7,0.023,0.113,0.069,0.483,0.525,0.268,96.89,0.134,sabrina ionescu,Sabrina Ionescu,NYL,208060.0,2025,,930046.0
1628244,Sami Whitcomb,SEA,36.0,40,15.3,5.0,1.8,5.2,0.346,1.2,4.0,0.292,0.2,0.3,0.818,0.4,1.5,1.9,1.6,0.8,0.2,1.0,98.4,95.3,3.1,0.165,1.6,20.3,0.023,0.098,0.059,0.459,0.47,0.173,100.28,0.061,sami whitcomb,Sami Whitcomb,NYL,150350.0,2022,RFA,3046587.0
1630149,Satou Sabally,DAL,27.0,15,34.2,17.9,5.9,13.9,0.426,2.5,5.6,0.452,3.5,4.5,0.779,1.2,5.2,6.4,5.0,1.3,0.5,2.5,109.2,113.7,-4.5,0.221,2.03,21.6,0.033,0.156,0.092,0.517,0.563,0.218,100.34,0.115,satou sabally,Satou Sabally,PHX,215000.0,2025,Core,1198034.0
1642244,Sevgi Uzun,DAL,27.0,40,20.5,4.4,1.7,5.0,0.342,0.5,2.1,0.238,0.5,0.6,0.826,0.2,1.4,1.6,3.0,0.9,0.3,1.8,99.9,106.4,-6.5,0.208,1.63,29.8,0.011,0.068,0.039,0.392,0.418,0.141,98.85,0.044,sevgi uzun,Sevgi Uzun,DAL,64154.0,2024,Rookie,264132.0
1631022,Shakira Austin,WAS,24.0,12,19.8,11.8,4.3,10.1,0.43,0.1,0.3,0.25,3.0,4.5,0.667,1.8,5.1,6.8,0.9,1.3,0.9,2.4,91.6,91.1,0.6,0.091,0.38,6.0,0.088,0.249,0.169,0.434,0.487,0.304,101.49,0.138,shakira austin,Shakira Austin,WAS,91981.0,2025,Rookie,345240.0
1628278,Shatori Walker-Kimbrough,WAS,30.0,40,22.1,7.5,2.6,6.3,0.415,0.9,2.7,0.33,1.4,1.7,0.806,0.3,1.4,1.7,1.9,1.1,0.5,1.4,96.7,100.4,-3.6,0.141,1.39,18.3,0.015,0.064,0.04,0.484,0.529,0.163,98.62,0.081,shatori walker-kimbrough,Shatori Walker-Kimbrough,ATL,150000.0,2025,UFA,653189.0
1631021,Sika Koné,WAS,22.0,27,8.0,4.0,1.3,3.1,0.429,0.1,0.3,0.571,1.1,1.3,0.861,0.5,1.5,2.0,0.4,0.2,0.1,0.5,100.5,94.0,6.5,0.103,0.86,9.6,0.072,0.186,0.133,0.452,0.536,0.229,95.11,0.12,sika kone,Sika Koné,WAS,66710.0,2025,,279686.0
203400,Skylar Diggins,SEA,34.0,40,31.6,15.1,5.5,12.8,0.427,1.0,3.4,0.291,3.3,3.8,0.867,0.7,1.9,2.6,6.4,1.7,0.9,2.8,102.4,94.2,8.2,0.332,2.34,27.4,0.022,0.06,0.041,0.466,0.525,0.233,97.55,0.118,skylar diggins,Skylar Diggins,PHX,234350.0,2023,,1074029.0
1629482,Sophie Cunningham,PHO,28.0,40,27.7,8.4,2.6,6.0,0.429,1.7,4.5,0.378,1.5,1.7,0.87,0.4,3.5,3.9,2.0,1.0,0.3,1.0,101.6,103.0,-1.4,0.114,2.08,20.5,0.015,0.12,0.07,0.571,0.618,0.123,96.59,0.087,sophie cunningham,Sophie Cunningham,PHX,154500.0,2024,RFA,3261700.0
203828,Stefanie Dolson,WAS,33.0,39,26.0,9.5,3.4,7.2,0.475,1.8,4.0,0.465,0.8,1.1,0.786,0.8,4.1,4.9,2.6,0.5,0.5,1.7,96.3,100.6,-4.3,0.171,1.5,21.8,0.034,0.161,0.098,0.604,0.621,0.158,97.5,0.103,stefanie dolson,Stefanie Dolson,CHI,175000.0,2021,,754392.0
1641654,Stephanie Soares,DAL,25.0,22,8.0,1.1,0.5,1.5,0.294,0.1,0.5,0.167,0.1,0.1,1.0,0.8,1.3,2.1,0.5,0.1,0.4,0.5,89.9,103.0,-13.1,0.085,0.83,17.5,0.102,0.16,0.132,0.324,0.344,0.11,100.41,0.042,stephanie soares,Stephanie Soares,DAL,76535.0,2024,,426444.0
203855,Stephanie Talbot,LAS,31.0,37,16.2,3.5,1.3,3.4,0.395,0.4,1.4,0.26,0.5,0.8,0.69,0.6,2.2,2.7,2.1,0.5,0.5,1.0,101.2,105.1,-3.8,0.192,2.05,30.4,0.035,0.148,0.089,0.448,0.479,0.126,97.85,0.071,stephanie talbot,Stephanie Talbot,GSV,125000.0,2025,UFA,551762.0
1630134,Sug Sutton,WAS,26.0,29,13.1,2.3,0.8,2.7,0.308,0.3,1.4,0.25,0.3,0.4,0.692,0.2,0.8,1.0,2.1,0.6,0.0,1.2,99.1,105.0,-6.0,0.252,1.82,34.4,0.016,0.059,0.037,0.372,0.4,0.133,97.74,0.041,sug sutton,Sug Sutton,WAS,78831.0,2025,Reserved,315448.0
202641,Sydney Colson,LVA,35.0,31,8.0,2.5,0.9,2.1,0.422,0.5,1.2,0.378,0.3,0.3,0.889,0.0,0.4,0.5,1.0,0.5,0.2,0.5,108.3,99.0,9.3,0.189,2.14,26.8,0.004,0.057,0.03,0.531,0.559,0.144,97.91,0.069,sydney colson,Sydney Colson,IND,90000.0,2025,UFA,407104.0
1641667,Taylor Soule,MIN,25.0,2,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,166.7,-166.7,0.0,0.0,0.0,0.0,0.5,0.333,0.0,0.0,0.167,94.48,0.0,taylor soule,Taylor Soule,MIN,66710.0,2025,,279686.0
1629479,Teaira McCowan,DAL,28.0,39,25.2,11.7,4.7,8.3,0.57,0.0,0.1,0.25,2.3,3.2,0.718,2.9,5.2,8.1,1.6,0.9,0.9,2.0,102.5,109.9,-7.4,0.101,0.79,11.8,0.111,0.212,0.16,0.571,0.607,0.193,97.74,0.126,teaira mccowan,Teaira McCowan,DAL,201400.0,2025,RFA,6337693.0
1627701,Temi Fágbénlé,IND,32.0,22,18.9,6.4,2.6,5.2,0.509,0.1,0.5,0.167,1.0,1.3,0.786,1.4,3.3,4.7,0.9,0.5,0.7,1.2,103.4,102.0,1.4,0.077,0.74,11.6,0.077,0.171,0.125,0.518,0.554,0.155,99.83,0.078,temi fagbenle,Temi Fagbenle,GSV,90000.0,2025,Reserved,343967.0
203026,Tiffany Hayes,LVA,35.0,33,21.4,9.5,3.3,6.7,0.5,1.0,2.5,0.402,1.8,2.5,0.714,0.8,2.0,2.8,2.1,0.8,0.3,0.8,105.3,98.6,6.7,0.161,2.46,19.4,0.039,0.092,0.066,0.575,0.609,0.178,98.78,0.104,tiffany hayes,Tiffany Hayes,ATL,215000.0,2022,UFA,911479.0
1627676,Tiffany Mitchell,CON,30.0,24,16.3,4.9,1.6,4.5,0.349,0.3,1.0,0.25,1.5,1.9,0.783,0.5,1.1,1.5,0.8,0.5,0.0,0.6,98.0,89.7,8.4,0.081,1.27,11.6,0.03,0.066,0.049,0.376,0.457,0.167,93.58,0.052,tiffany mitchell,Tiffany Mitchell,IND,148400.0,2022,,617987.0
202250,Tina Charles,ATL,36.0,39,29.7,14.9,6.2,13.7,0.456,0.3,1.1,0.262,2.2,2.7,0.785,2.5,7.1,9.6,2.3,0.9,0.5,1.6,99.3,98.0,1.3,0.152,1.46,12.2,0.08,0.24,0.159,0.466,0.501,0.241,94.56,0.155,tina charles,Tina Charles,WAS,175000.0,2021,UFA,753358.0
1630112,Tyasha Harris,CON,27.0,39,28.8,10.5,3.7,8.7,0.425,1.5,3.9,0.395,1.5,2.0,0.766,0.3,1.5,1.8,3.0,1.0,0.3,1.4,102.1,93.7,8.4,0.174,2.19,21.7,0.009,0.057,0.032,0.513,0.546,0.169,93.8,0.086,tyasha harris,Tyasha Harris,DAL,100013.0,2025,,552915.0
1631007,Veronica Burton,CON,24.0,31,12.7,3.1,0.8,2.3,0.361,0.4,1.2,0.351,1.0,1.2,0.838,0.4,1.0,1.4,1.9,0.5,0.2,0.5,103.7,90.6,13.1,0.22,3.87,35.6,0.036,0.081,0.059,0.451,0.544,0.118,95.3,0.091,veronica burton,Veronica Burton,DAL,88261.0,2025,Rookie,334807.0
1641687,Victaria Saxton,IND,25.0,9,2.5,0.9,0.3,1.0,0.333,0.1,0.4,0.25,0.1,0.2,0.5,0.0,0.3,0.3,0.0,0.0,0.0,0.1,82.6,97.9,-15.3,0.0,0.0,0.0,0.0,0.12,0.065,0.389,0.405,0.22,99.31,-0.016,victaria saxton,Victaria Saxton,IND,66710.0,2025,,279686.0
1628927,Victoria Vivians,SEA,30.0,35,12.7,3.1,1.2,3.5,0.333,0.6,2.0,0.319,0.2,0.3,0.667,0.5,1.4,2.0,0.8,0.4,0.2,0.6,99.2,93.6,5.7,0.095,1.45,16.5,0.038,0.115,0.074,0.423,0.433,0.137,99.46,0.046,victoria vivians,Victoria Vivians,IND,85000.0,2024,RFA,729765.0
1641660,Zia Cooke,LAS,24.0,29,8.9,3.6,1.2,3.9,0.321,0.4,1.3,0.297,0.7,1.0,0.69,0.1,0.5,0.6,0.6,0.3,0.1,0.7,93.0,104.2,-11.1,0.122,0.81,10.4,0.011,0.063,0.036,0.371,0.413,0.24,98.88,0.022,zia cooke,Zia Cooke,LAS,76630.0,2025,,426958.0
